Order_ID,Size,Color,Order,Detail_Divan,Buyer_ID,Order_Date,Finish_Date,Price
496,160,Pink,Tipe3,Biasa,6,1/29/2021,2/5/2021,1100000
497,160,Hitam,Tipe4,Biasa,6,1/29/2021,2/5/2021,1300000
498,160,Hitam,Tipe4,Biasa,6,1/29/2021,2/5/2021,1300000
499,180,Pink,Tipe4,Biasa,6,1/29/2021,2/5/2021,1300000
500,180,Hitam,Tipe3,Laci,6,1/29/2021,2/5/2021,1400000
501,160,Coklat,Tipe4,Laci,6,1/29/2021,2/5/2021,1600000
502,120,Abu-Abu,Tipe1,Permata,6,1/29/2021,2/5/2021,180000
503,180,Abu-Abu,Tipe1,Permata,6,1/29/2021,2/5/2021,180000
504,160,Hitam,Tipe3,Permata,6,1/29/2021,2/5/2021,1700000
505,180,Abu-Abu,Tipe1,Biasa,1,1/31/2021,2/7/2021,1200000
506,140,Hitam,Tipe2,Biasa,1,1/31/2021,2/7/2021,700000
507,140,Hitam,Tipe2,Biasa,1,1/31/2021,2/7/2021,700000
508,180,Hitam,Tipe2,Biasa,1,1/31/2021,2/7/2021,700000
509,140,Coklat,Tipe3,Biasa,1,1/31/2021,2/7/2021,1100000
510,140,Hitam,Tipe3,Biasa,1,1/31/2021,2/7/2021,1100000
511,160,Merah,Tipe3,Biasa,1,1/31/2021,2/7/2021,1100000
512,160,Pink,Tipe3,Biasa,1,1/31/2021,2/7/2021,1100000
513,180,Coklat,Tipe4,Biasa,1,1/31/2021,2/7/2021,1300000
514,160,Hitam,Tipe4,Biasa,1,1/31/2021,2/7/2021,1300000
515,120,Hitam,Tipe2,Laci,1,1/31/2021,2/7/2021,1000000
516,140,Hitam,Tipe3,Laci,1,1/31/2021,2/7/2021,1400000
517,140,Abu-Abu,Tipe4,Laci,1,1/31/2021,2/7/2021,1600000
518,180,Coklat,Tipe2,Permata,1,1/31/2021,2/7/2021,1300000
519,180,Hitam,Tipe1,Biasa,2,2/1/2021,2/8/2021,1200000
520,180,Hitam,Tipe1,Biasa,2,2/1/2021,2/8/2021,1200000
521,180,Pink,Tipe1,Biasa,2,2/1/2021,2/8/2021,1200000
522,140,Abu-Abu,Tipe2,Biasa,2,2/1/2021,2/8/2021,700000
523,140,Coklat,Tipe2,Biasa,2,2/1/2021,2/8/2021,700000
524,180,Abu-Abu,Tipe3,Biasa,2,2/1/2021,2/8/2021,1100000
525,160,Coklat,Tipe3,Biasa,2,2/1/2021,2/8/2021,1100000
526,120,Coklat,Tipe4,Biasa,2,2/1/2021,2/8/2021,1300000
527,140,Abu-Abu,Tipe1,Laci,2,2/1/2021,2/8/2021,1500000
528,160,Coklat,Tipe2,Laci,2,2/1/2021,2/8/2021,1000000
529,140,Hitam,Tipe2,Laci,2,2/1/2021,2/8/2021,1000000
530,160,Hitam,Tipe2,Laci,2,2/1/2021,2/8/2021,1000000
531,140,Hitam,Tipe3,Laci,2,2/1/2021,2/8/2021,1400000
532,160,Hitam,Tipe3,Laci,2,2/1/2021,2/8/2021,1400000
533,180,Abu-Abu,Tipe1,Biasa,3,2/2/2021,2/9/2021,1200000
534,160,Coklat,Tipe1,Biasa,3,2/2/2021,2/9/2021,1200000
535,160,Coklat,Tipe1,Biasa,3,2/2/2021,2/9/2021,1200000
536,160,Hitam,Tipe1,Biasa,3,2/2/2021,2/9/2021,1200000
537,160,Hitam,Tipe1,Biasa,3,2/2/2021,2/9/2021,1200000
538,160,Pink,Tipe2,Biasa,3,2/2/2021,2/9/2021,700000
539,120,Abu-Abu,Tipe3,Biasa,3,2/2/2021,2/9/2021,1100000
540,160,Hitam,Tipe3,Biasa,3,2/2/2021,2/9/2021,1100000
541,160,Hitam,Tipe3,Biasa,3,2/2/2021,2/9/2021,1100000
542,140,Abu-Abu,Tipe4,Biasa,3,2/2/2021,2/9/2021,1300000
543,160,Coklat,Tipe4,Biasa,3,2/2/2021,2/9/2021,1300000
544,120,Abu-Abu,Tipe1,Laci,3,2/2/2021,2/9/2021,1500000
545,160,Coklat,Tipe3,Laci,3,2/2/2021,2/9/2021,1400000
546,160,Hitam,Tipe4,Permata,3,2/2/2021,2/9/2021,1900000
547,160,Abu-Abu,Tipe1,Biasa,5,2/3/2021,2/10/2021,1200000
548,160,Coklat,Tipe1,Biasa,5,2/3/2021,2/10/2021,1200000
549,120,Hitam,Tipe1,Biasa,5,2/3/2021,2/10/2021,1200000
550,160,Hitam,Tipe1,Biasa,5,2/3/2021,2/10/2021,1200000
551,160,Hitam,Tipe1,Biasa,5,2/3/2021,2/10/2021,1200000
552,160,Coklat,Tipe2,Biasa,5,2/3/2021,2/10/2021,700000
553,160,Hitam,Tipe2,Biasa,5,2/3/2021,2/10/2021,700000
554,160,Abu-Abu,Tipe3,Biasa,5,2/3/2021,2/10/2021,1100000
555,180,Abu-Abu,Tipe3,Biasa,5,2/3/2021,2/10/2021,1100000
556,180,Abu-Abu,Tipe3,Biasa,5,2/3/2021,2/10/2021,1100000
557,160,Hitam,Tipe3,Biasa,5,2/3/2021,2/10/2021,1100000
558,160,Hitam,Tipe3,Biasa,5,2/3/2021,2/10/2021,1100000
559,160,Hitam,Tipe3,Biasa,5,2/3/2021,2/10/2021,1100000
560,180,Coklat,Tipe1,Permata,5,2/3/2021,2/10/2021,180000
561,120,Hitam,Tipe1,Biasa,6,2/5/2021,2/12/2021,1200000
562,160,Merah,Tipe1,Biasa,6,2/5/2021,2/12/2021,1200000
563,160,Pink,Tipe1,Biasa,6,2/5/2021,2/12/2021,1200000
564,120,Coklat,Tipe2,Biasa,6,2/5/2021,2/12/2021,700000
565,140,Hitam,Tipe2,Biasa,6,2/5/2021,2/12/2021,700000
566,160,Hitam,Tipe2,Biasa,6,2/5/2021,2/12/2021,700000
567,160,Pink,Tipe2,Biasa,6,2/5/2021,2/12/2021,700000
568,140,Abu-Abu,Tipe3,Biasa,6,2/5/2021,2/12/2021,1100000
569,160,Abu-Abu,Tipe3,Biasa,6,2/5/2021,2/12/2021,1100000
570,180,Hitam,Tipe4,Biasa,6,2/5/2021,2/12/2021,1300000
571,120,Abu-Abu,Tipe3,Laci,6,2/5/2021,2/12/2021,1400000
572,160,Coklat,Tipe3,Laci,6,2/5/2021,2/12/2021,1400000
573,180,Abu-Abu,Tipe3,Permata,6,2/5/2021,2/12/2021,1700000
574,140,Hitam,Tipe3,Permata,6,2/5/2021,2/12/2021,1700000
575,180,Coklat,Tipe1,Biasa,1,2/7/2021,2/14/2021,1200000
576,180,Coklat,Tipe1,Biasa,1,2/7/2021,2/14/2021,1200000
577,180,Hitam,Tipe1,Biasa,1,2/7/2021,2/14/2021,1200000
578,180,Abu-Abu,Tipe2,Biasa,1,2/7/2021,2/14/2021,700000
579,140,Hitam,Tipe2,Biasa,1,2/7/2021,2/14/2021,700000
580,160,Hitam,Tipe2,Biasa,1,2/7/2021,2/14/2021,700000
581,180,Merah,Tipe2,Biasa,1,2/7/2021,2/14/2021,700000
582,140,Hitam,Tipe3,Biasa,1,2/7/2021,2/14/2021,1100000
583,180,Hitam,Tipe3,Biasa,1,2/7/2021,2/14/2021,1100000
584,140,Pink,Tipe3,Biasa,1,2/7/2021,2/14/2021,1100000
585,160,Pink,Tipe3,Biasa,1,2/7/2021,2/14/2021,1100000
586,140,Coklat,Tipe4,Biasa,1,2/7/2021,2/14/2021,1300000
587,180,Pink,Tipe1,Laci,1,2/7/2021,2/14/2021,1500000
588,160,Abu-Abu,Tipe1,Permata,1,2/7/2021,2/14/2021,180000
589,140,Coklat,Tipe1,Biasa,2,2/8/2021,2/15/2021,1200000
590,140,Coklat,Tipe2,Biasa,2,2/8/2021,2/15/2021,700000
591,160,Coklat,Tipe2,Biasa,2,2/8/2021,2/15/2021,700000
592,160,Hitam,Tipe2,Biasa,2,2/8/2021,2/15/2021,700000
593,140,Merah,Tipe2,Biasa,2,2/8/2021,2/15/2021,700000
594,160,Pink,Tipe2,Biasa,2,2/8/2021,2/15/2021,700000
595,180,Abu-Abu,Tipe3,Biasa,2,2/8/2021,2/15/2021,1100000
596,120,Coklat,Tipe3,Biasa,2,2/8/2021,2/15/2021,1100000
597,160,Hitam,Tipe3,Biasa,2,2/8/2021,2/15/2021,1100000
598,160,Hitam,Tipe4,Biasa,2,2/8/2021,2/15/2021,1300000
599,160,Abu-Abu,Tipe1,Laci,2,2/8/2021,2/15/2021,1500000
600,160,Coklat,Tipe1,Laci,2,2/8/2021,2/15/2021,1500000
601,160,Hitam,Tipe2,Laci,2,2/8/2021,2/15/2021,1000000
602,160,Pink,Tipe2,Laci,2,2/8/2021,2/15/2021,1000000
603,180,Abu-Abu,Tipe1,Biasa,3,2/9/2021,2/16/2021,1200000
604,120,Coklat,Tipe1,Biasa,3,2/9/2021,2/16/2021,1200000
605,160,Abu-Abu,Tipe2,Biasa,3,2/9/2021,2/16/2021,700000
606,120,Hitam,Tipe2,Biasa,3,2/9/2021,2/16/2021,700000
607,140,Hitam,Tipe2,Biasa,3,2/9/2021,2/16/2021,700000
608,140,Hitam,Tipe2,Biasa,3,2/9/2021,2/16/2021,700000
609,180,Hitam,Tipe2,Biasa,3,2/9/2021,2/16/2021,700000
610,180,Pink,Tipe2,Biasa,3,2/9/2021,2/16/2021,700000
611,120,Coklat,Tipe3,Biasa,3,2/9/2021,2/16/2021,1100000
612,180,Coklat,Tipe4,Biasa,3,2/9/2021,2/16/2021,1300000
613,140,Pink,Tipe4,Biasa,3,2/9/2021,2/16/2021,1300000
614,160,Hitam,Tipe3,Laci,3,2/9/2021,2/16/2021,1400000
615,180,Abu-Abu,Tipe3,Permata,3,2/9/2021,2/16/2021,1700000
616,180,Hitam,Tipe3,Permata,3,2/9/2021,2/16/2021,1700000
617,120,Abu-Abu,Tipe1,Biasa,5,2/10/2021,2/17/2021,1200000
618,140,Abu-Abu,Tipe1,Biasa,5,2/10/2021,2/17/2021,1200000
619,160,Abu-Abu,Tipe1,Biasa,5,2/10/2021,2/17/2021,1200000
620,180,Pink,Tipe1,Biasa,5,2/10/2021,2/17/2021,1200000
621,160,Abu-Abu,Tipe2,Biasa,5,2/10/2021,2/17/2021,700000
622,180,Abu-Abu,Tipe2,Biasa,5,2/10/2021,2/17/2021,700000
623,160,Hitam,Tipe3,Biasa,5,2/10/2021,2/17/2021,1100000
624,180,Hitam,Tipe3,Biasa,5,2/10/2021,2/17/2021,1100000
625,180,Pink,Tipe3,Biasa,5,2/10/2021,2/17/2021,1100000
626,160,Abu-Abu,Tipe4,Biasa,5,2/10/2021,2/17/2021,1300000
627,180,Pink,Tipe4,Biasa,5,2/10/2021,2/17/2021,1300000
628,140,Hitam,Tipe1,Laci,5,2/10/2021,2/17/2021,1500000
629,140,Hitam,Tipe2,Laci,5,2/10/2021,2/17/2021,1000000
630,180,Coklat,Tipe2,Permata,5,2/10/2021,2/17/2021,1300000
631,140,Abu-Abu,Tipe1,Biasa,6,2/12/2021,2/19/2021,1200000
632,160,Hitam,Tipe1,Biasa,6,2/12/2021,2/19/2021,1200000
633,160,Hitam,Tipe1,Biasa,6,2/12/2021,2/19/2021,1200000
634,160,Pink,Tipe1,Biasa,6,2/12/2021,2/19/2021,1200000
635,160,Abu-Abu,Tipe2,Biasa,6,2/12/2021,2/19/2021,700000
636,140,Hitam,Tipe2,Biasa,6,2/12/2021,2/19/2021,700000
637,140,Hitam,Tipe2,Biasa,6,2/12/2021,2/19/2021,700000
638,160,Hitam,Tipe2,Biasa,6,2/12/2021,2/19/2021,700000
639,160,Hitam,Tipe2,Biasa,6,2/12/2021,2/19/2021,700000
640,180,Hitam,Tipe2,Biasa,6,2/12/2021,2/19/2021,700000
641,160,Hitam,Tipe3,Biasa,6,2/12/2021,2/19/2021,1100000
642,160,Abu-Abu,Tipe4,Biasa,6,2/12/2021,2/19/2021,1300000
643,160,Abu-Abu,Tipe4,Biasa,6,2/12/2021,2/19/2021,1300000
644,160,Pink,Tipe4,Laci,6,2/12/2021,2/19/2021,1600000
645,180,Coklat,Tipe1,Biasa,1,2/14/2021,2/21/2021,1200000
646,160,Hitam,Tipe1,Biasa,1,2/14/2021,2/21/2021,1200000
647,180,Hitam,Tipe1,Biasa,1,2/14/2021,2/21/2021,1200000
648,140,Pink,Tipe1,Biasa,1,2/14/2021,2/21/2021,1200000
649,120,Coklat,Tipe2,Biasa,1,2/14/2021,2/21/2021,700000
650,160,Hitam,Tipe2,Biasa,1,2/14/2021,2/21/2021,700000
651,160,Abu-Abu,Tipe3,Biasa,1,2/14/2021,2/21/2021,1100000
652,180,Hitam,Tipe3,Biasa,1,2/14/2021,2/21/2021,1100000
653,160,Pink,Tipe3,Biasa,1,2/14/2021,2/21/2021,1100000
654,140,Abu-Abu,Tipe4,Biasa,1,2/14/2021,2/21/2021,1300000
655,160,Coklat,Tipe4,Biasa,1,2/14/2021,2/21/2021,1300000
656,160,Coklat,Tipe4,Biasa,1,2/14/2021,2/21/2021,1300000
657,120,Hitam,Tipe4,Laci,1,2/14/2021,2/21/2021,1600000
658,160,Coklat,Tipe2,Permata,1,2/14/2021,2/21/2021,1300000
659,140,Hitam,Tipe4,Biasa,2,2/15/2021,2/22/2021,1300000
660,140,Hitam,Tipe4,Biasa,2,2/15/2021,2/22/2021,1300000
661,140,Coklat,Tipe1,Biasa,3,2/16/2021,2/23/2021,1200000
662,160,Coklat,Tipe1,Biasa,3,2/16/2021,2/23/2021,1200000
663,160,Abu-Abu,Tipe2,Biasa,3,2/16/2021,2/23/2021,700000
664,140,Hitam,Tipe2,Biasa,3,2/16/2021,2/23/2021,700000
665,140,Hitam,Tipe3,Biasa,3,2/16/2021,2/23/2021,1100000
666,140,Coklat,Tipe4,Biasa,3,2/16/2021,2/23/2021,1300000
667,140,Coklat,Tipe4,Biasa,3,2/16/2021,2/23/2021,1300000
668,180,Coklat,Tipe4,Biasa,3,2/16/2021,2/23/2021,1300000
669,140,Hitam,Tipe4,Biasa,3,2/16/2021,2/23/2021,1300000
670,160,Hitam,Tipe4,Biasa,3,2/16/2021,2/23/2021,1300000
671,180,Hitam,Tipe4,Biasa,3,2/16/2021,2/23/2021,1300000
672,180,Pink,Tipe4,Biasa,3,2/16/2021,2/23/2021,1300000
673,160,Pink,Tipe3,Laci,3,2/16/2021,2/23/2021,1400000
674,180,Coklat,Tipe3,Permata,3,2/16/2021,2/23/2021,1700000
675,180,Coklat,Tipe1,Biasa,5,2/17/2021,2/24/2021,1200000
676,120,Hitam,Tipe1,Biasa,5,2/17/2021,2/24/2021,1200000
677,160,Hitam,Tipe1,Biasa,5,2/17/2021,2/24/2021,1200000
678,160,Pink,Tipe1,Biasa,5,2/17/2021,2/24/2021,1200000
679,160,Merah,Tipe2,Biasa,5,2/17/2021,2/24/2021,700000
680,180,Pink,Tipe2,Biasa,5,2/17/2021,2/24/2021,700000
681,160,Abu-Abu,Tipe3,Biasa,5,2/17/2021,2/24/2021,1100000
682,160,Hitam,Tipe3,Biasa,5,2/17/2021,2/24/2021,1100000
683,120,Pink,Tipe3,Biasa,5,2/17/2021,2/24/2021,1100000
684,160,Pink,Tipe3,Biasa,5,2/17/2021,2/24/2021,1100000
685,160,Abu-Abu,Tipe4,Biasa,5,2/17/2021,2/24/2021,1300000
686,160,Coklat,Tipe3,Permata,5,2/17/2021,2/24/2021,1700000
687,120,Hitam,Tipe3,Permata,5,2/17/2021,2/24/2021,1700000
688,160,Abu-Abu,Tipe4,Permata,5,2/17/2021,2/24/2021,1900000
689,160,Hitam,Tipe1,Biasa,4,2/18/2021,2/25/2021,1200000
690,180,Hitam,Tipe2,Biasa,4,2/18/2021,2/25/2021,700000
691,140,Coklat,Tipe3,Biasa,4,2/18/2021,2/25/2021,1100000
692,140,Abu-Abu,Tipe4,Biasa,4,2/18/2021,2/25/2021,1300000
693,180,Hitam,Tipe4,Biasa,4,2/18/2021,2/25/2021,1300000
694,180,Hitam,Tipe2,Permata,4,2/18/2021,2/25/2021,1300000
695,160,Hitam,Tipe3,Permata,4,2/18/2021,2/25/2021,1700000
696,160,Abu-Abu,Tipe3,Biasa,1,2/19/2021,2/26/2021,1100000
697,160,Coklat,Tipe4,Biasa,1,2/19/2021,2/26/2021,1300000
698,160,Coklat,Tipe4,Biasa,1,2/19/2021,2/26/2021,1300000
699,180,Coklat,Tipe4,Biasa,1,2/19/2021,2/26/2021,1300000
700,160,Hitam,Tipe1,Laci,1,2/19/2021,2/26/2021,1500000
701,180,Abu-Abu,Tipe3,Laci,1,2/19/2021,2/26/2021,1400000
702,160,Coklat,Tipe3,Laci,1,2/19/2021,2/26/2021,1400000
703,160,Abu-Abu,Tipe1,Biasa,6,2/19/2021,2/26/2021,1200000
704,160,Coklat,Tipe1,Biasa,6,2/19/2021,2/26/2021,1200000
705,140,Pink,Tipe1,Biasa,6,2/19/2021,2/26/2021,1200000
706,120,Abu-Abu,Tipe2,Biasa,6,2/19/2021,2/26/2021,700000
707,160,Coklat,Tipe2,Biasa,6,2/19/2021,2/26/2021,700000
708,160,Hitam,Tipe2,Biasa,6,2/19/2021,2/26/2021,700000
709,140,Merah,Tipe2,Biasa,6,2/19/2021,2/26/2021,700000
710,120,Hitam,Tipe3,Biasa,6,2/19/2021,2/26/2021,1100000
711,140,Hitam,Tipe3,Biasa,6,2/19/2021,2/26/2021,1100000
712,160,Hitam,Tipe3,Biasa,6,2/19/2021,2/26/2021,1100000
713,180,Merah,Tipe3,Laci,6,2/19/2021,2/26/2021,1400000
714,180,Abu-Abu,Tipe3,Permata,6,2/19/2021,2/26/2021,1700000
715,140,Hitam,Tipe3,Permata,6,2/19/2021,2/26/2021,1700000
716,120,Hitam,Tipe4,Permata,6,2/19/2021,2/26/2021,1900000
717,160,Abu-Abu,Tipe2,Biasa,1,2/21/2021,2/28/2021,700000
718,160,Abu-Abu,Tipe2,Biasa,1,2/21/2021,2/28/2021,700000
719,160,Coklat,Tipe2,Biasa,1,2/21/2021,2/28/2021,700000
720,160,Coklat,Tipe3,Biasa,1,2/21/2021,2/28/2021,1100000
721,160,Hitam,Tipe3,Biasa,1,2/21/2021,2/28/2021,1100000
722,160,Abu-Abu,Tipe4,Biasa,1,2/21/2021,2/28/2021,1300000
723,160,Abu-Abu,Tipe1,Laci,1,2/21/2021,2/28/2021,1500000
724,160,Hitam,Tipe1,Biasa,3,2/21/2021,2/28/2021,1200000
725,120,Hitam,Tipe2,Biasa,3,2/21/2021,2/28/2021,700000
726,180,Hitam,Tipe2,Biasa,3,2/21/2021,2/28/2021,700000
727,160,Hitam,Tipe3,Biasa,3,2/21/2021,2/28/2021,1100000
728,160,Pink,Tipe3,Biasa,3,2/21/2021,2/28/2021,1100000
729,160,Hitam,Tipe1,Laci,3,2/21/2021,2/28/2021,1500000
730,160,Hitam,Tipe2,Permata,3,2/21/2021,2/28/2021,1300000
731,180,Pink,Tipe1,Biasa,3,2/23/2021,3/2/2021,1200000
732,140,Abu-Abu,Tipe2,Biasa,3,2/23/2021,3/2/2021,700000
733,160,Hitam,Tipe2,Biasa,3,2/23/2021,3/2/2021,700000
734,140,Hitam,Tipe3,Biasa,3,2/23/2021,3/2/2021,1100000
735,140,Hitam,Tipe3,Biasa,3,2/23/2021,3/2/2021,1100000
736,180,Abu-Abu,Tipe3,Laci,3,2/23/2021,3/2/2021,1400000
737,160,Coklat,Tipe4,Laci,3,2/23/2021,3/2/2021,1600000
738,160,Hitam,Tipe1,Biasa,4,2/23/2021,3/2/2021,1200000
739,180,Hitam,Tipe1,Biasa,4,2/23/2021,3/2/2021,1200000
740,140,Pink,Tipe1,Biasa,4,2/23/2021,3/2/2021,1200000
741,180,Abu-Abu,Tipe2,Biasa,4,2/23/2021,3/2/2021,700000
742,180,Coklat,Tipe2,Biasa,4,2/23/2021,3/2/2021,700000
743,160,Hitam,Tipe3,Biasa,4,2/23/2021,3/2/2021,1100000
744,160,Hitam,Tipe4,Biasa,4,2/23/2021,3/2/2021,1300000
745,120,Coklat,Tipe2,Biasa,6,2/24/2021,3/3/2021,700000
746,140,Hitam,Tipe2,Biasa,6,2/24/2021,3/3/2021,700000
747,160,Abu-Abu,Tipe3,Biasa,6,2/24/2021,3/3/2021,1100000
748,160,Hitam,Tipe3,Biasa,6,2/24/2021,3/3/2021,1100000
